name,type,mana_cost,colors,produced_mana,power,tough,keywords,text,legal,rank,png,art,url,usd,usd_foil,eur,avg_synergy
"Nymris, Oona's Trickster",Legendary Creature — Faerie Knight,5.0,"['B', 'U']",[],1,6,"['Flying', 'Flash']","Flash
Flying
Whenever you cast your first spell during each opponent's turn, look at the top two cards of your library. Put one of those cards into your hand and the other into your graveyard.",1,4602,https://cards.scryfall.io/png/front/b/8/b8cfc97a-3c8a-4d44-846b-7a523dc11878.png?1608911216,https://cards.scryfall.io/art_crop/front/b/8/b8cfc97a-3c8a-4d44-846b-7a523dc11878.jpg?1608911216,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F226294%3Fpage%3D1,0.16,0.53,0.20,45.0
"Teneb, the Harvester",Legendary Creature — Dragon,6.0,"['B', 'G', 'W']",[],6,6,['Flying'],"Flying
Whenever Teneb deals combat damage to a player, you may pay {2}{B}. If you do, put target creature card from a graveyard onto the battlefield under your control.",1,6104,https://cards.scryfall.io/png/front/8/c/8caa7115-1b26-4615-842f-671b24dc96d8.png?1673149181,https://cards.scryfall.io/art_crop/front/8/c/8caa7115-1b26-4615-842f-671b24dc96d8.jpg?1673149181,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F276361%3Fpage%3D1,1.48,0.79,0.37,45.0
Earthquake Dragon,Creature — Elemental Dragon,15.0,['G'],[],10,10,"['Flying', 'Trample']","This spell costs {X} less to cast, where X is the total mana value of Dragons you control.
Flying, trample
{2}{G}, Sacrifice a land: Return this card from your graveyard to your hand.",1,2717,https://cards.scryfall.io/png/front/b/f/bfedfd30-8075-429e-a0fa-4919920c8632.png?1674137067,https://cards.scryfall.io/art_crop/front/b/f/bfedfd30-8075-429e-a0fa-4919920c8632.jpg?1674137067,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F273062%3Fpage%3D1,4.58,4.88,2.04,45.0
Scalding Tarn,Land,0.0,[],[],0,0,[],"{T}, Pay 1 life, Sacrifice this land: Search your library for an Island or Mountain card, put it onto the battlefield, then shuffle.",1,50,https://cards.scryfall.io/png/front/7/1/71e491c5-8c07-449b-b2f1-ffa052e6d311.png?1738703652,https://cards.scryfall.io/art_crop/front/7/1/71e491c5-8c07-449b-b2f1-ffa052e6d311.jpg?1738703652,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F238610%3Fpage%3D1,25.09,24.20,20.33,45.0
Scalelord Reckoner,Creature — Dragon,5.0,['W'],[],4,4,['Flying'],"Flying
Whenever a Dragon you control becomes the target of a spell or ability an opponent controls, destroy target nonland permanent that player controls.",1,5276,https://cards.scryfall.io/png/front/c/9/c91c3606-d037-4b97-a7b6-ab1ed09bc976.png?1562623335,https://cards.scryfall.io/art_crop/front/c/9/c91c3606-d037-4b97-a7b6-ab1ed09bc976.jpg?1562623335,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F139826%3Fpage%3D1,12.35,,15.76,45.0
Smothering Tithe,Enchantment,4.0,['W'],"['B', 'G', 'R', 'U', 'W']",0,0,['Treasure'],"Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",1,48,https://cards.scryfall.io/png/front/8/6/861b5889-0183-4bee-afeb-a4b2aa700a8e.png?1689996018,https://cards.scryfall.io/art_crop/front/8/6/861b5889-0183-4bee-afeb-a4b2aa700a8e.jpg?1689996018,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F504559%3Fpage%3D1,34.68,31.03,24.56,44.0
Battlefield Forge,Land,0.0,[],"['C', 'R', 'W']",0,0,[],"{T}: Add {C}.
{T}: Add {R} or {W}. This land deals 1 damage to you.",1,145,https://cards.scryfall.io/png/front/f/0/f09bf0b7-45fa-4315-b393-f3ec0303c0c2.png?1743207432,https://cards.scryfall.io/art_crop/front/f/0/f09bf0b7-45fa-4315-b393-f3ec0303c0c2.jpg?1743207432,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624204%3Fpage%3D1,0.45,,0.83,44.0
Will of the Temur,Sorcery,6.0,['U'],[],0,0,[],"Choose one. If you control a commander as you cast this spell, you may choose both instead.
• Create a token that's a copy of target permanent, except it's a 4/4 Dragon creature with flying in addition to its other types.
• Target player draws cards equal to the greatest mana value among permanents you control.",1,11602,https://cards.scryfall.io/png/front/d/2/d236aa15-f60c-4368-b796-4d41e0bc3358.png?1743205770,https://cards.scryfall.io/art_crop/front/d/2/d236aa15-f60c-4368-b796-4d41e0bc3358.jpg?1743205770,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624916%3Fpage%3D1,1.15,,7.02,44.0
Drowned Catacomb,Land,0.0,[],"['B', 'U']",0,0,[],"This land enters tapped unless you control an Island or a Swamp.
{T}: Add {U} or {B}.",1,119,https://cards.scryfall.io/png/front/0/7/07b4a6dd-0e2f-43be-93c6-7578c34a9443.png?1712354997,https://cards.scryfall.io/art_crop/front/0/7/07b4a6dd-0e2f-43be-93c6-7578c34a9443.jpg?1712354997,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F545225%3Fpage%3D1,2.01,,2.43,44.0
"Kolaghan, the Storm's Fury",Legendary Creature — Dragon,5.0,"['B', 'R']",[],4,5,"['Flying', 'Dash']","Flying
Whenever a Dragon you control attacks, creatures you control get +1/+0 until end of turn.
Dash {3}{B}{R} (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.)",1,5017,https://cards.scryfall.io/png/front/8/5/85b6ec91-0ecc-431c-bf85-220c615e0a80.png?1562615351,https://cards.scryfall.io/art_crop/front/8/5/85b6ec91-0ecc-431c-bf85-220c615e0a80.jpg?1562615351,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F139973%3Fpage%3D1,1.04,,0.52,44.0
Seaside Citadel,Land,0.0,[],"['G', 'U', 'W']",0,0,[],"This land enters tapped.
{T}: Add {G}, {W}, or {U}.",1,416,https://cards.scryfall.io/png/front/a/0/a030b477-3093-4e66-b33d-530b302d795c.png?1706241233,https://cards.scryfall.io/art_crop/front/a/0/a030b477-3093-4e66-b33d-530b302d795c.jpg?1706241233,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F535794%3Fpage%3D1,0.28,,0.28,44.0
Esper Sentinel,Artifact Creature — Human Soldier,1.0,['W'],[],1,1,[],"Whenever an opponent casts their first noncreature spell each turn, draw a card unless that player pays {X}, where X is this creature's power.",1,69,https://cards.scryfall.io/png/front/f/3/f3537373-ef54-4578-9d05-6216420ee349.png?1626093502,https://cards.scryfall.io/art_crop/front/f/3/f3537373-ef54-4578-9d05-6216420ee349.jpg?1626093502,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F240035%3Fpage%3D1,37.71,48.12,21.04,44.0
"Lozhan, Dragons' Legacy",Legendary Creature — Dragon Shaman,5.0,"['R', 'U']",[],4,2,['Flying'],"Flying
Whenever you cast an Adventure or Dragon spell, Lozhan deals damage equal to that spell's mana value to any target that isn't a commander.",1,2964,https://cards.scryfall.io/png/front/f/e/fe604232-19da-4331-a6f2-ddb004f1dd90.png?1674137563,https://cards.scryfall.io/art_crop/front/f/e/fe604232-19da-4331-a6f2-ddb004f1dd90.jpg?1674137563,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F272624%3Fpage%3D1,0.19,2.86,0.18,44.0
Satoru Umezawa,Legendary Creature — Human Ninja,3.0,"['B', 'U']",[],2,4,[],"Whenever you activate a ninjutsu ability, look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order. This ability triggers only once each turn.
Each creature card in your hand has ninjutsu {2}{U}{B}.",1,3211,https://cards.scryfall.io/png/front/8/8/8887f26d-b097-4fbc-9c48-bdc656409a32.png?1654568594,https://cards.scryfall.io/art_crop/front/8/8/8887f26d-b097-4fbc-9c48-bdc656409a32.jpg?1654568594,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F257760%3Fpage%3D1,0.32,0.47,0.23,43.0
"Elas il-Kor, Sadistic Pilgrim",Legendary Creature — Phyrexian Kor Cleric,2.0,"['B', 'W']",[],2,2,['Deathtouch'],"Deathtouch
Whenever another creature you control enters, you gain 1 life.
Whenever another creature you control dies, each opponent loses 1 life.",1,555,https://cards.scryfall.io/png/front/1/c/1c3f0ffe-cf51-4c30-8cd5-9e3c7e92c019.png?1673307936,https://cards.scryfall.io/art_crop/front/1/c/1c3f0ffe-cf51-4c30-8cd5-9e3c7e92c019.jpg?1673307936,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F283381%3Fpage%3D1,1.91,2.16,0.47,43.0
Bojuka Bog,Land,0.0,[],['B'],0,0,[],"This land enters tapped.
When this land enters, exile target player's graveyard.
{T}: Add {B}.",1,30,https://cards.scryfall.io/png/front/3/8/38834333-f9ea-43a8-b00a-17935d59eaea.png?1743207439,https://cards.scryfall.io/art_crop/front/3/8/38834333-f9ea-43a8-b00a-17935d59eaea.jpg?1743207439,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624293%3Fpage%3D1,0.55,,1.28,43.0
Twinflame Tyrant,Creature — Dragon,5.0,['R'],[],3,5,['Flying'],"Flying
If a source you control would deal damage to an opponent or a permanent an opponent controls, it deals double that damage instead.",1,2117,https://cards.scryfall.io/png/front/1/e/1eb34f51-0bd2-43c3-af95-2ce8dabcc7bb.png?1730488954,https://cards.scryfall.io/art_crop/front/1/e/1eb34f51-0bd2-43c3-af95-2ce8dabcc7bb.jpg?1730488954,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F589380%3Fpage%3D1,28.63,29.45,16.92,43.0
Orb of Dragonkind,Artifact,2.0,['R'],"['B', 'G', 'R', 'U', 'W']",0,0,[],"{1}, {T}: Add two mana in any combination of colors. Spend this mana only to cast Dragon spells or activate abilities of Dragons.
{R}, {T}, Sacrifice this artifact: Look at the top seven cards of your library. You may reveal a Dragon card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",1,2788,https://cards.scryfall.io/png/front/9/a/9a1c2cdd-353c-4747-bf0e-b995dd37ffca.png?1627706657,https://cards.scryfall.io/art_crop/front/9/a/9a1c2cdd-353c-4747-bf0e-b995dd37ffca.jpg?1627706657,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F243056%3Fpage%3D1,4.06,2.59,2.07,43.0
Mystic Monastery,Land,0.0,[],"['R', 'U', 'W']",0,0,[],"This land enters tapped.
{T}: Add {U}, {R}, or {W}.",1,409,https://cards.scryfall.io/png/front/c/7/c7b8a01c-c400-47c7-8270-78902efe850e.png?1743205034,https://cards.scryfall.io/art_crop/front/c/7/c7b8a01c-c400-47c7-8270-78902efe850e.jpg?1743205034,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624268%3Fpage%3D1,0.07,0.19,0.10,43.0
Crucible of the Spirit Dragon,Land,0.0,[],"['B', 'C', 'G', 'R', 'U', 'W']",0,0,[],"{T}: Add {C}.
{1}, {T}: Put a storage counter on this land.
{T}, Remove X storage counters from this land: Add X mana in any combination of colors. Spend this mana only to cast Dragon spells or activate abilities of Dragons.",1,3025,https://cards.scryfall.io/png/front/2/5/257a5ae9-f754-4c45-a47d-5196f1b625b7.png?1631589508,https://cards.scryfall.io/art_crop/front/2/5/257a5ae9-f754-4c45-a47d-5196f1b625b7.jpg?1631589508,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F243899%3Fpage%3D1,0.45,,0.62,43.0
Xander's Lounge,Land — Island Swamp Mountain,0.0,[],"['B', 'R', 'U']",0,0,['Cycling'],"({T}: Add {U}, {B}, or {R}.)
This land enters tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",1,419,https://cards.scryfall.io/png/front/5/4/54f449ff-4025-465e-9ec5-a5cf42c4c9d3.png?1664414651,https://cards.scryfall.io/art_crop/front/5/4/54f449ff-4025-465e-9ec5-a5cf42c4c9d3.jpg?1664414651,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F265350%3Fpage%3D1,10.10,10.47,9.66,43.0
Spire Garden,Land,0.0,[],"['G', 'R']",0,0,[],"This land enters tapped unless you have two or more opponents.
{T}: Add {R} or {G}.",1,179,https://cards.scryfall.io/png/front/7/2/72aed540-7833-4442-90a9-aa5468014c65.png?1674138245,https://cards.scryfall.io/art_crop/front/7/2/72aed540-7833-4442-90a9-aa5468014c65.jpg?1674138245,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F267054%3Fpage%3D1,10.88,11.17,10.09,43.0
Underground Mortuary,Land — Swamp Forest,0.0,[],"['B', 'G']",0,0,['Surveil'],"({T}: Add {B} or {G}.)
This land enters tapped.
When this land enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",1,689,https://cards.scryfall.io/png/front/f/6/f6ca59cd-8779-4a84-a54b-e863b79c61f0.png?1706242372,https://cards.scryfall.io/art_crop/front/f/6/f6ca59cd-8779-4a84-a54b-e863b79c61f0.jpg?1706242372,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F532910%3Fpage%3D1,16.23,15.85,16.08,43.0
Hedge Maze,Land — Forest Island,0.0,[],"['G', 'U']",0,0,['Surveil'],"({T}: Add {G} or {U}.)
This land enters tapped.
When this land enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",1,757,https://cards.scryfall.io/png/front/5/2/5260f8ae-805b-4eae-badf-62de0f768867.png?1706242346,https://cards.scryfall.io/art_crop/front/5/2/5260f8ae-805b-4eae-badf-62de0f768867.jpg?1706242346,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F532916%3Fpage%3D1,15.31,15.07,13.16,43.0
Marsh Flats,Land,0.0,[],[],0,0,[],"{T}, Pay 1 life, Sacrifice this land: Search your library for a Plains or Swamp card, put it onto the battlefield, then shuffle.",1,46,https://cards.scryfall.io/png/front/9/d/9db3ba6d-eb7f-4f5b-9a3b-c6239c3baa42.png?1738703598,https://cards.scryfall.io/art_crop/front/9/d/9db3ba6d-eb7f-4f5b-9a3b-c6239c3baa42.jpg?1738703598,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F238608%3Fpage%3D1,23.14,25.29,18.09,42.0
Anguished Unmaking,Instant,3.0,"['B', 'W']",[],0,0,[],Exile target nonland permanent. You lose 3 life.,1,166,https://cards.scryfall.io/png/front/c/7/c7ce164c-3437-440c-b462-acca491bfd91.png?1743207065,https://cards.scryfall.io/art_crop/front/c/7/c7ce164c-3437-440c-b462-acca491bfd91.jpg?1743207065,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624626%3Fpage%3D1,0.85,,1.77,42.0
Vampiric Tutor,Instant,1.0,['B'],[],0,0,[],"Search your library for a card, then shuffle and put that card on top. You lose 2 life.",1,81,https://cards.scryfall.io/png/front/3/4/34a0203f-9cce-43a4-9cb7-8ce6647895cd.png?1675199860,https://cards.scryfall.io/art_crop/front/3/4/34a0203f-9cce-43a4-9cb7-8ce6647895cd.jpg?1675199860,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F457178%3Fpage%3D1,53.65,59.36,33.93,42.0
Commander's Sphere,Artifact,3.0,[],"['B', 'G', 'R', 'U', 'W']",0,0,[],"{T}: Add one mana of any color in your commander's color identity.
Sacrifice this artifact: Draw a card.",1,32,https://cards.scryfall.io/png/front/a/4/a4ce6b63-0b38-4582-94d5-c733af087038.png?1726285297,https://cards.scryfall.io/art_crop/front/a/4/a4ce6b63-0b38-4582-94d5-c733af087038.jpg?1726285297,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F579088%3Fpage%3D1,0.16,,0.17,42.0
Lotus Cobra,Creature — Snake,2.0,['G'],"['B', 'G', 'R', 'U', 'W']",2,1,['Landfall'],"Landfall — Whenever a land you control enters, add one mana of any color.",1,344,https://cards.scryfall.io/png/front/a/4/a4b759f0-901f-4be3-93fa-224609b08d48.png?1604199124,https://cards.scryfall.io/art_crop/front/a/4/a4b759f0-901f-4be3-93fa-224609b08d48.jpg?1604199124,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F221778%3Fpage%3D1,2.47,3.09,2.54,42.0
Temple of the Dragon Queen,Land,0.0,[],"['B', 'G', 'R', 'U', 'W']",0,0,[],"As this land enters, you may reveal a Dragon card from your hand. This land enters tapped unless you revealed a Dragon card this way or you control a Dragon.
As this land enters, choose a color.
{T}: Add one mana of the chosen color.",1,2539,https://cards.scryfall.io/png/front/9/1/91658f56-12c9-4173-94ad-dfd186b1dbae.png?1743511747,https://cards.scryfall.io/art_crop/front/9/1/91658f56-12c9-4173-94ad-dfd186b1dbae.jpg?1743511747,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624970%3Fpage%3D1,0.20,,0.28,42.0
Wrathful Red Dragon,Creature — Dragon,5.0,['R'],[],5,5,['Flying'],"Flying
Whenever a Dragon you control is dealt damage, it deals that much damage to any target that isn't a Dragon.",1,1878,https://cards.scryfall.io/png/front/a/c/acd207de-eec3-4d82-b8b9-b1e60a7bad12.png?1674136879,https://cards.scryfall.io/art_crop/front/a/c/acd207de-eec3-4d82-b8b9-b1e60a7bad12.jpg?1674136879,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F273008%3Fpage%3D1,4.87,3.71,2.89,42.0
"The Gitrog, Ravenous Ride",Legendary Creature — Frog Horror Mount,5.0,"['B', 'G']",[],6,5,"['Saddle', 'Haste', 'Trample']","Trample, haste
Whenever The Gitrog deals combat damage to a player, you may sacrifice a creature that saddled it this turn. If you do, draw X cards, then put up to X land cards from your hand onto the battlefield tapped, where X is the sacrificed creature's power.
Saddle 1",1,4593,https://cards.scryfall.io/png/front/8/2/82512813-8618-483b-a7f0-e6a611d9d487.png?1712356103,https://cards.scryfall.io/art_crop/front/8/2/82512813-8618-483b-a7f0-e6a611d9d487.jpg?1712356103,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F544275%3Fpage%3D1,1.72,2.42,2.13,42.0
Swiftfoot Boots,Artifact — Equipment,2.0,[],[],0,0,['Equip'],"Equipped creature has hexproof and haste. (It can't be the target of spells or abilities your opponents control. It can attack and {T} no matter when it came under your control.)
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",1,12,https://cards.scryfall.io/png/front/1/9/1969b151-3192-4d35-80ca-c4e180601ec8.png?1743207367,https://cards.scryfall.io/art_crop/front/1/9/1969b151-3192-4d35-80ca-c4e180601ec8.jpg?1743207367,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624614%3Fpage%3D1,1.06,,1.70,42.0
Ribbons of the Reikai,Sorcery — Arcane,5.0,['U'],[],0,0,[],Draw a card for each Spirit you control.,1,15076,https://cards.scryfall.io/png/front/e/7/e7a3b0da-026e-4ea9-8035-38c909e5f9a4.png?1562880454,https://cards.scryfall.io/art_crop/front/e/7/e7a3b0da-026e-4ea9-8035-38c909e5f9a4.jpg?1562880454,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F12337%3Fpage%3D1,0.19,1.73,0.18,42.0
"Aminatou, the Fateshifter",Legendary Planeswalker — Aminatou,3.0,"['B', 'U', 'W']",[],0,0,[],"+1: Draw a card, then put a card from your hand on top of your library.
−1: Exile another target permanent you own, then return it to the battlefield under your control.
−6: Choose left or right. Each player gains control of all nonland permanents other than Aminatou controlled by the next player in the chosen direction.
Aminatou, the Fateshifter can be your commander.",1,3698,https://cards.scryfall.io/png/front/b/c/bc010302-e715-4946-89eb-a214e0b836ba.png?1673148265,https://cards.scryfall.io/art_crop/front/b/c/bc010302-e715-4946-89eb-a214e0b836ba.jpg?1673148265,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F276336%3Fpage%3D1,3.97,4.98,3.55,42.0
"Brago, King Eternal",Legendary Creature — Spirit Noble,4.0,"['U', 'W']",[],2,4,['Flying'],"Flying
Whenever Brago deals combat damage to a player, exile any number of target nonland permanents you control, then return those cards to the battlefield under their owner's control.",1,1905,https://cards.scryfall.io/png/front/0/a/0ac3fb08-741a-49e5-9fae-b26819677d24.png?1631235340,https://cards.scryfall.io/art_crop/front/0/a/0ac3fb08-741a-49e5-9fae-b26819677d24.jpg?1631235340,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F231196%3Fpage%3D1,3.62,,1.99,42.0
Sea of Clouds,Land,0.0,[],"['U', 'W']",0,0,[],"This land enters tapped unless you have two or more opponents.
{T}: Add {W} or {U}.",1,155,https://cards.scryfall.io/png/front/d/4/d4fb722f-40af-4bd1-b660-e8186b98f233.png?1674138237,https://cards.scryfall.io/art_crop/front/d/4/d4fb722f-40af-4bd1-b660-e8186b98f233.jpg?1674138237,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F267055%3Fpage%3D1,8.43,9.28,7.82,42.0
Scaled Nurturer,Creature — Dragon Druid,2.0,['G'],['G'],0,2,[],"{T}: Add {G}. When you spend this mana to cast a Dragon creature spell, you gain 2 life.",1,3119,https://cards.scryfall.io/png/front/8/4/84ae5a76-b8b9-431d-8060-a6a96f5d1e0b.png?1674137285,https://cards.scryfall.io/art_crop/front/8/4/84ae5a76-b8b9-431d-8060-a6a96f5d1e0b.jpg?1674137285,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F273352%3Fpage%3D1,0.20,6.50,0.19,42.0
Sandsteppe Citadel,Land,0.0,[],"['B', 'G', 'W']",0,0,[],"This land enters tapped.
{T}: Add {W}, {B}, or {G}.",1,482,https://cards.scryfall.io/png/front/4/7/47f47e7f-39ba-4807-8e32-7262a61dfbba.png?1743205050,https://cards.scryfall.io/art_crop/front/4/7/47f47e7f-39ba-4807-8e32-7262a61dfbba.jpg?1743205050,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624271%3Fpage%3D1,0.14,0.17,0.09,41.0
Talisman of Conviction,Artifact,2.0,[],"['C', 'R', 'W']",0,0,[],"{T}: Add {C}.
{T}: Add {R} or {W}. This artifact deals 1 damage to you.",1,170,https://cards.scryfall.io/png/front/e/f/efeafc9d-a953-4915-8342-725836d0f645.png?1743207371,https://cards.scryfall.io/art_crop/front/e/f/efeafc9d-a953-4915-8342-725836d0f645.jpg?1743207371,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624345%3Fpage%3D1,0.46,,0.30,41.0
"Boseiju, Who Endures",Legendary Land,0.0,[],['G'],0,0,['Channel'],"{T}: Add {G}.
Channel — {1}{G}, Discard this card: Destroy target artifact, enchantment, or nonbasic land an opponent controls. That player may search their library for a land card with a basic land type, put it onto the battlefield, then shuffle. This ability costs {1} less to activate for each legendary creature you control.",1,79,https://cards.scryfall.io/png/front/2/1/2135ac5a-187b-4dc9-8f82-34e8d1603416.png?1654568912,https://cards.scryfall.io/art_crop/front/2/1/2135ac5a-187b-4dc9-8f82-34e8d1603416.jpg?1654568912,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F262050%3Fpage%3D1,33.14,33.06,28.50,41.0
Teferi's Protection,Instant,3.0,['W'],[],0,0,[],"Until your next turn, your life total can't change and you gain protection from everything. All permanents you control phase out. (While they're phased out, they're treated as though they don't exist. They phase in before you untap during your untap step.)
Exile Teferi's Protection.",1,77,https://cards.scryfall.io/png/front/4/8/483fa1cb-1e35-44f2-a143-98c0f107f5ca.png?1673147148,https://cards.scryfall.io/art_crop/front/4/8/483fa1cb-1e35-44f2-a143-98c0f107f5ca.jpg?1673147148,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F276254%3Fpage%3D1,51.11,44.78,36.50,41.0
Tireless Provisioner,Creature — Elf Scout,3.0,['G'],"['B', 'G', 'R', 'U', 'W']",3,2,"['Treasure', 'Food', 'Landfall']","Landfall — Whenever a land you control enters, create a Food token or a Treasure token. (Food is an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."" Treasure is an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",1,183,https://cards.scryfall.io/png/front/a/1/a1e048e0-19d2-4076-892d-f8b3104dee37.png?1682209630,https://cards.scryfall.io/art_crop/front/a/1/a1e048e0-19d2-4076-892d-f8b3104dee37.jpg?1682209630,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F491647%3Fpage%3D1,2.09,,1.33,41.0
