usd,name,synergy,type,mana_cost,colors,produced_mana,power,tough,keywords,rarity,text,rank,png,art,url
0.15,Path of Ancestry,6583.5,Land,,,"B,G,R,U,W",,,Scry,common,"This land enters tapped.
{T}: Add one mana of any color in your commander's color identity. When that mana is spent to cast a creature spell that shares a creature type with your commander, scry 1. (Look at the top card of your library. You may put that card on the bottom.)",14,https://cards.scryfall.io/png/front/b/8/b8504812-fcf5-47d3-977d-1d9a11231fd0.png?1743207676,https://cards.scryfall.io/art_crop/front/b/8/b8504812-fcf5-47d3-977d-1d9a11231fd0.jpg?1743207676,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624211%3Fpage%3D1
0.91,Path to Exile,13832,Instant,{W},W,,,,,uncommon,"Exile target creature. Its controller may search their library for a basic land card, put that card onto the battlefield tapped, then shuffle.",15,https://cards.scryfall.io/png/front/a/7/a7aed564-2d2d-42c4-bf11-812bc1a0284c.png?1712354092,https://cards.scryfall.io/art_crop/front/a/7/a7aed564-2d2d-42c4-bf11-812bc1a0284c.jpg?1712354092,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F545110%3Fpage%3D1
1.98,Phyrexian Reclamation,515,Enchantment,{B},B,,,,,uncommon,"{1}{B}, Pay 2 life: Return target creature card from your graveyard to your hand.",848,https://cards.scryfall.io/png/front/1/0/10c09b68-1d92-42da-8d4d-0d60453a6aa7.png?1743206573,https://cards.scryfall.io/art_crop/front/1/0/10c09b68-1d92-42da-8d4d-0d60453a6aa7.jpg?1743206573,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624431%3Fpage%3D1
15.14,Polluted Delta,1120,Land,,,,,,,rare,"{T}, Pay 1 life, Sacrifice this land: Search your library for an Island or Swamp card, put it onto the battlefield, then shuffle.",41,https://cards.scryfall.io/png/front/6/e/6e288374-2b71-4ace-b1d2-a19fee6cb4af.png?1717013017,https://cards.scryfall.io/art_crop/front/6/e/6e288374-2b71-4ace-b1d2-a19fee6cb4af.jpg?1717013017,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F541274%3Fpage%3D1
0.14,Prairie Stream,3122,Land — Plains Island,,,"U,W",,,,rare,"({T}: Add {W} or {U}.)
This land enters tapped unless you control two or more basic lands.",104,https://cards.scryfall.io/png/front/f/a/fa0af5ea-e9e1-4247-bde2-759c2653fc00.png?1743207688,https://cards.scryfall.io/art_crop/front/f/a/fa0af5ea-e9e1-4247-bde2-759c2653fc00.jpg?1743207688,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624213%3Fpage%3D1
0.36,Queen Marchesa,401.8,Legendary Creature — Human Assassin,{1}{R}{W}{B},"B,R,W",,3,3,"Haste,Deathtouch",rare,"Deathtouch, haste
When Queen Marchesa enters, you become the monarch.
At the beginning of your upkeep, if an opponent is the monarch, create a 1/1 black Assassin creature token with deathtouch and haste.",2248,https://cards.scryfall.io/png/front/0/f/0fdae05f-7bdc-45fb-b9b9-e5ec3766f965.png?1712354769,https://cards.scryfall.io/art_crop/front/0/f/0fdae05f-7bdc-45fb-b9b9-e5ec3766f965.jpg?1712354769,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F545339%3Fpage%3D1
12.24,Raffine's Tower,3763.8,Land — Plains Island Swamp,,,"B,U,W",,,Cycling,rare,"({T}: Add {W}, {U}, or {B}.)
This land enters tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",370,https://cards.scryfall.io/png/front/a/2/a2c56479-4bee-4edb-80d7-4af010b7c793.png?1664414518,https://cards.scryfall.io/art_crop/front/a/2/a2c56479-4bee-4edb-80d7-4af010b7c793.jpg?1664414518,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F265349%3Fpage%3D1
0.92,Rakdos Signet,4267.9,Artifact,{2},,"B,R",,,,uncommon,"{1}, {T}: Add {B}{R}.",122,https://cards.scryfall.io/png/front/0/1/01cc9536-f710-4c47-9e3f-d7e83cc888f2.png?1726285319,https://cards.scryfall.io/art_crop/front/0/1/01cc9536-f710-4c47-9e3f-d7e83cc888f2.jpg?1726285319,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F579104%3Fpage%3D1
0.36,Rampant Growth,12619.2,Sorcery,{1}{G},G,,,,,common,"Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.",27,https://cards.scryfall.io/png/front/b/7/b7c47024-5e08-4b17-b41a-7647f8b814b9.png?1743206981,https://cards.scryfall.io/art_crop/front/b/7/b7c47024-5e08-4b17-b41a-7647f8b814b9.jpg?1743206981,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624461%3Fpage%3D1
1.78,Ramunap Excavator,465.5,Creature — Snake Cleric,{2}{G},G,,2,3,,rare,You may play lands from your graveyard.,379,https://cards.scryfall.io/png/front/3/f/3f8a0a0e-81f7-40a2-b393-bdc1423549f6.png?1712354606,https://cards.scryfall.io/art_crop/front/3/f/3f8a0a0e-81f7-40a2-b393-bdc1423549f6.jpg?1712354606,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F545072%3Fpage%3D1
14.59,Raugrin Triome,6647.4,Land — Island Mountain Plains,,,"R,U,W",,,Cycling,rare,"({T}: Add {U}, {R}, or {W}.)
This land enters tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",461,https://cards.scryfall.io/png/front/0/2/02138fbb-3962-4348-8d31-faaefba0b8b2.png?1591228666,https://cards.scryfall.io/art_crop/front/0/2/02138fbb-3962-4348-8d31-faaefba0b8b2.jpg?1591228666,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F212695%3Fpage%3D1
7.4,Reanimate,5451.6,Sorcery,{B},B,,,,,rare,Put target creature card from a graveyard onto the battlefield under your control. You lose life equal to its mana value.,88,https://cards.scryfall.io/png/front/3/6/368b6903-5fc4-43e7-bd44-46b8107c8bb4.png?1738000013,https://cards.scryfall.io/art_crop/front/3/6/368b6903-5fc4-43e7-bd44-46b8107c8bb4.jpg?1738000013,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F579066%3Fpage%3D1
5.55,Rejuvenating Springs,3501.4,Land,,,"G,U",,,,rare,"This land enters tapped unless you have two or more opponents.
{T}: Add {G} or {U}.",126,https://cards.scryfall.io/png/front/4/5/455be293-80cf-4bc6-8904-8dd21a2b9d19.png?1689999949,https://cards.scryfall.io/art_crop/front/4/5/455be293-80cf-4bc6-8904-8dd21a2b9d19.jpg?1689999949,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F505827%3Fpage%3D1
1.46,Reliquary Tower,10520.4,Land,,,C,,,,uncommon,"You have no maximum hand size.
{T}: Add {C}.",10,https://cards.scryfall.io/png/front/6/b/6be3be55-7f9d-4a4c-b916-a1cb64f833c8.png?1743207700,https://cards.scryfall.io/art_crop/front/6/b/6be3be55-7f9d-4a4c-b916-a1cb64f833c8.jpg?1743207700,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624214%3Fpage%3D1
57.43,Rhystic Study,8500.8,Enchantment,{2}{U},U,,,,,rare,"Whenever an opponent casts a spell, you may draw a card unless that player pays {1}.",36,https://cards.scryfall.io/png/front/d/6/d6914dba-0d27-4055-ac34-b3ebf5802221.png?1600698439,https://cards.scryfall.io/art_crop/front/d/6/d6914dba-0d27-4055-ac34-b3ebf5802221.jpg?1600698439,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F216235%3Fpage%3D1
3.7,Rhythm of the Wild,8768,Enchantment,{1}{R}{G},"G,R",,,,,uncommon,"Creature spells you control can't be countered.
Nontoken creatures you control have riot. (They enter with your choice of a +1/+1 counter or haste.)",184,https://cards.scryfall.io/png/front/c/2/c2a6453e-a373-44ec-807a-15c0c8b1af57.png?1702429702,https://cards.scryfall.io/art_crop/front/c/2/c2a6453e-a373-44ec-807a-15c0c8b1af57.jpg?1702429702,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F530865%3Fpage%3D1
11,Ripples of Undeath,717.5,Enchantment,{1}{B},B,,,,Mill,rare,"At the beginning of your first main phase, mill three cards. Then you may pay {1} and 3 life. If you do, put a card from among those cards into your hand.",1084,https://cards.scryfall.io/png/front/a/2/a201d1bc-e3fe-4f59-bd48-3683996ac308.png?1717012070,https://cards.scryfall.io/art_crop/front/a/2/a201d1bc-e3fe-4f59-bd48-3683996ac308.jpg?1717012070,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F552866%3Fpage%3D1
2.74,Rivaz of the Claw,4666.4,Legendary Creature — Lizard Warlock,{1}{B}{R},"B,R","B,G,R,U,W",3,3,Menace,rare,"Menace
{T}: Add two mana in any combination of colors. Spend this mana only to cast Dragon creature spells.
Once during each of your turns, you may cast a Dragon creature spell from your graveyard.
Whenever you cast a Dragon creature spell from your graveyard, it gains ""When this creature dies, exile it.""",2515,https://cards.scryfall.io/png/front/9/a/9a47573a-601e-4738-acef-16118289f939.png?1673308061,https://cards.scryfall.io/art_crop/front/9/a/9a47573a-601e-4738-acef-16118289f939.jpg?1673308061,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F283421%3Fpage%3D1
0.28,Riveteers Ascendancy,763.6,Enchantment,{B}{R}{G},"B,G,R",,,,,rare,"Whenever you sacrifice a creature, you may return target creature card with lesser mana value from your graveyard to the battlefield tapped. Do this only once each turn.",4250,https://cards.scryfall.io/png/front/2/1/21235916-2379-470c-b9ee-84246043d703.png?1664413638,https://cards.scryfall.io/art_crop/front/2/1/21235916-2379-470c-b9ee-84246043d703.jpg?1664413638,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F268835%3Fpage%3D1
34.11,Roaming Throne,1108.8,Artifact Creature — Golem,{4},,,4,4,Ward,rare,"Ward {2}
As this creature enters, choose a creature type.
This creature is the chosen type in addition to its other types.
If a triggered ability of another creature you control of the chosen type triggers, it triggers an additional time.",151,https://cards.scryfall.io/png/front/3/2/32fd8b7c-baf3-4d3d-be6f-044a917b11a0.png?1701115816,https://cards.scryfall.io/art_crop/front/3/2/32fd8b7c-baf3-4d3d-be6f-044a917b11a0.jpg?1701115816,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F525238%3Fpage%3D1
0.61,Rockfall Vale,1108.8,Land,,,"G,R",,,,rare,"This land enters tapped unless you control two or more other lands.
{T}: Add {R} or {G}.",206,https://cards.scryfall.io/png/front/d/c/dcdea659-ecaf-4abe-be0f-64e105abb104.png?1743207701,https://cards.scryfall.io/art_crop/front/d/c/dcdea659-ecaf-4abe-be0f-64e105abb104.jpg?1743207701,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624979%3Fpage%3D1
0.48,Rogue's Passage,4792.6,Land,,,C,,,,uncommon,"{T}: Add {C}.
{4}, {T}: Target creature can't be blocked this turn.",20,https://cards.scryfall.io/png/front/a/2/a2a424ea-ef32-4ac5-8f8c-3ea1839f01d4.png?1730489588,https://cards.scryfall.io/art_crop/front/a/2/a2a424ea-ef32-4ac5-8f8c-3ea1839f01d4.jpg?1730489588,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F590880%3Fpage%3D1
0.69,Rootbound Crag,1160,Land,,,"G,R",,,,rare,"This land enters tapped unless you control a Mountain or a Forest.
{T}: Add {R} or {G}.",166,https://cards.scryfall.io/png/front/1/a/1a88057c-0997-4b86-bcd5-b1127e4f1f28.png?1743207711,https://cards.scryfall.io/art_crop/front/1/a/1a88057c-0997-4b86-bcd5-b1127e4f1f28.jpg?1743207711,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624980%3Fpage%3D1
4.19,Ruinous Ultimatum,5548.8,Sorcery,{R}{R}{W}{W}{W}{B}{B},"B,R,W",,,,,rare,Destroy all nonland permanents your opponents control.,689,https://cards.scryfall.io/png/front/5/0/50c1d6ca-7789-46b5-bc89-85cc3915cb85.png?1681500691,https://cards.scryfall.io/art_crop/front/5/0/50c1d6ca-7789-46b5-bc89-85cc3915cb85.jpg?1681500691,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F212600%3Fpage%3D1
18.26,Sacred Foundry,11240.6,Land — Mountain Plains,,,"R,W",,,,rare,"({T}: Add {R} or {W}.)
As this land enters, you may pay 2 life. If you don't, it enters tapped.",96,https://cards.scryfall.io/png/front/8/0/8076a8c3-7c6c-4636-b5d8-9b09ee95f92c.png?1702429818,https://cards.scryfall.io/art_crop/front/8/0/8076a8c3-7c6c-4636-b5d8-9b09ee95f92c.jpg?1702429818,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F517644%3Fpage%3D1
0.34,Sakura-Tribe Elder,4436.8,Creature — Snake Shaman,{1}{G},G,,1,1,,common,"Sacrifice this creature: Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.",85,https://cards.scryfall.io/png/front/d/6/d619aece-7eab-40f3-8f41-970065f0dc73.png?1743206988,https://cards.scryfall.io/art_crop/front/d/6/d619aece-7eab-40f3-8f41-970065f0dc73.jpg?1743206988,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624464%3Fpage%3D1
0.14,Sandsteppe Citadel,2910.8,Land,,,"B,G,W",,,,uncommon,"This land enters tapped.
{T}: Add {W}, {B}, or {G}.",482,https://cards.scryfall.io/png/front/4/7/47f47e7f-39ba-4807-8e32-7262a61dfbba.png?1743205050,https://cards.scryfall.io/art_crop/front/4/7/47f47e7f-39ba-4807-8e32-7262a61dfbba.jpg?1743205050,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624271%3Fpage%3D1
0.72,Savage Lands,3668,Land,,,"B,G,R",,,,uncommon,"This land enters tapped.
{T}: Add {B}, {R}, or {G}.",629,https://cards.scryfall.io/png/front/8/5/8502d1e6-86f1-40d8-8d3b-20d47e57bccb.png?1690016961,https://cards.scryfall.io/art_crop/front/8/5/8502d1e6-86f1-40d8-8d3b-20d47e57bccb.jpg?1690016961,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F505323%3Fpage%3D1
0.77,Savage Ventmaw,2402.4,Creature — Dragon,{4}{R}{G},"G,R","G,R",4,4,Flying,uncommon,"Flying
Whenever this creature attacks, add {R}{R}{R}{G}{G}{G}. Until end of turn, you don't lose this mana as steps and phases end.",1379,https://cards.scryfall.io/png/front/5/0/50027d69-8bb0-444c-8e9b-4c9afd91cbda.png?1730491117,https://cards.scryfall.io/art_crop/front/5/0/50027d69-8bb0-444c-8e9b-4c9afd91cbda.jpg?1730491117,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F591068%3Fpage%3D1
20.71,Savai Triome,6557.2,Land — Mountain Plains Swamp,,,"B,R,W",,,Cycling,rare,"({T}: Add {R}, {W}, or {B}.)
This land enters tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",445,https://cards.scryfall.io/png/front/7/4/748e6a61-9c1f-4225-9f04-e54002f63ac3.png?1591228681,https://cards.scryfall.io/art_crop/front/7/4/748e6a61-9c1f-4225-9f04-e54002f63ac3.jpg?1591228681,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F212693%3Fpage%3D1
25.09,Scalding Tarn,600.4,Land,,,,,,,rare,"{T}, Pay 1 life, Sacrifice this land: Search your library for an Island or Mountain card, put it onto the battlefield, then shuffle.",50,https://cards.scryfall.io/png/front/7/1/71e491c5-8c07-449b-b2f1-ffa052e6d311.png?1738703652,https://cards.scryfall.io/art_crop/front/7/1/71e491c5-8c07-449b-b2f1-ffa052e6d311.jpg?1738703652,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F238610%3Fpage%3D1
0.2,Scaled Nurturer,772.8,Creature — Dragon Druid,{1}{G},G,G,0,2,,common,"{T}: Add {G}. When you spend this mana to cast a Dragon creature spell, you gain 2 life.",3119,https://cards.scryfall.io/png/front/8/4/84ae5a76-b8b9-431d-8060-a6a96f5d1e0b.png?1674137285,https://cards.scryfall.io/art_crop/front/8/4/84ae5a76-b8b9-431d-8060-a6a96f5d1e0b.jpg?1674137285,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F273352%3Fpage%3D1
12.35,Scalelord Reckoner,776.6,Creature — Dragon,{3}{W}{W},W,,4,4,Flying,rare,"Flying
Whenever a Dragon you control becomes the target of a spell or ability an opponent controls, destroy target nonland permanent that player controls.",5276,https://cards.scryfall.io/png/front/c/9/c91c3606-d037-4b97-a7b6-ab1ed09bc976.png?1562623335,https://cards.scryfall.io/art_crop/front/c/9/c91c3606-d037-4b97-a7b6-ab1ed09bc976.jpg?1562623335,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F139826%3Fpage%3D1
9.82,Scion of the Ur-Dragon,3252,Legendary Creature — Dragon Avatar,{W}{U}{B}{R}{G},"B,G,R,U,W",,4,4,Flying,rare,"Flying
{2}: Search your library for a Dragon permanent card and put it into your graveyard. If you do, Scion of the Ur-Dragon becomes a copy of that card until end of turn. Then shuffle.",4886,https://cards.scryfall.io/png/front/5/6/565b2a40-57b1-451f-8c2a-e02222502288.png?1562608891,https://cards.scryfall.io/art_crop/front/5/6/565b2a40-57b1-451f-8c2a-e02222502288.jpg?1562608891,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F139827%3Fpage%3D1
0.23,Scourge of the Throne,600,Creature — Dragon,{4}{R}{R},R,,5,5,"Flying,Dethrone",rare,"Flying
Dethrone (Whenever this creature attacks the player with the most life or tied for most life, put a +1/+1 counter on it.)
Whenever this creature attacks for the first time each turn, if it's attacking the player with the most life or tied for most life, untap all attacking creatures. After this phase, there is an additional combat phase.",1356,https://cards.scryfall.io/png/front/c/d/cd44f295-c4c8-4f47-9d51-d5ba578f7f8d.png?1743206768,https://cards.scryfall.io/art_crop/front/c/d/cd44f295-c4c8-4f47-9d51-d5ba578f7f8d.jpg?1743206768,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624941%3Fpage%3D1
8.94,Scourge of Valkas,3017,Creature — Dragon,{2}{R}{R}{R},R,,4,4,Flying,mythic,"Flying
Whenever this creature or another Dragon you control enters, it deals X damage to any target, where X is the number of Dragons you control.
{R}: This creature gets +1/+0 until end of turn.",1253,https://cards.scryfall.io/png/front/e/6/e6bd7225-b39f-4b3b-8c36-dbc2c09f6e50.png?1631587429,https://cards.scryfall.io/art_crop/front/e/6/e6bd7225-b39f-4b3b-8c36-dbc2c09f6e50.jpg?1631587429,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F243823%3Fpage%3D1
2.02,Scute Swarm,591.1,Creature — Insect,{2}{G},G,,1,1,Landfall,rare,"Landfall — Whenever a land you control enters, create a 1/1 green Insect creature token. If you control six or more lands, create a token that's a copy of this creature instead.",222,https://cards.scryfall.io/png/front/e/a/ea630ba1-22f9-4a10-bdc6-0d03128214f4.png?1726285123,https://cards.scryfall.io/art_crop/front/e/a/ea630ba1-22f9-4a10-bdc6-0d03128214f4.jpg?1726285123,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F577829%3Fpage%3D1
8.43,Sea of Clouds,1705.2,Land,,,"U,W",,,,rare,"This land enters tapped unless you have two or more opponents.
{T}: Add {W} or {U}.",155,https://cards.scryfall.io/png/front/d/4/d4fb722f-40af-4bd1-b660-e8186b98f233.png?1674138237,https://cards.scryfall.io/art_crop/front/d/4/d4fb722f-40af-4bd1-b660-e8186b98f233.jpg?1674138237,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F267055%3Fpage%3D1
0.28,Seaside Citadel,1897.2,Land,,,"G,U,W",,,,uncommon,"This land enters tapped.
{T}: Add {G}, {W}, or {U}.",416,https://cards.scryfall.io/png/front/a/0/a030b477-3093-4e66-b33d-530b302d795c.png?1706241233,https://cards.scryfall.io/art_crop/front/a/0/a030b477-3093-4e66-b33d-530b302d795c.jpg?1706241233,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F535794%3Fpage%3D1
3.5,Shipwreck Marsh,586,Land,,,"B,U",,,,rare,"This land enters tapped unless you control two or more other lands.
{T}: Add {U} or {B}.",216,https://cards.scryfall.io/png/front/1/5/156df6eb-1ac9-4954-bf93-b1668096b8bd.png?1736468690,https://cards.scryfall.io/art_crop/front/1/5/156df6eb-1ac9-4954-bf93-b1668096b8bd.jpg?1736468690,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F609880%3Fpage%3D1
0.28,Shivan Reef,1815.4,Land,,,"C,R,U",,,,rare,"{T}: Add {C}.
{T}: Add {U} or {R}. This land deals 1 damage to you.",124,https://cards.scryfall.io/png/front/a/6/a67ddfae-746f-4952-8064-7d48f9f22981.png?1743207735,https://cards.scryfall.io/art_crop/front/a/6/a67ddfae-746f-4952-8064-7d48f9f22981.jpg?1743207735,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624216%3Fpage%3D1
0.33,Sidar Jabari of Zhalfir,353.6,Legendary Creature — Human Knight,{1}{W}{U}{B},"B,U,W",,4,3,"Flying,First strike,Eminence",mythic,"Eminence — Whenever you attack with one or more Knights, if Sidar Jabari is in the command zone or on the battlefield, draw a card, then discard a card.
Flying, first strike
Whenever Sidar Jabari deals combat damage to a player, return target Knight creature card from your graveyard to the battlefield.",5184,https://cards.scryfall.io/png/front/5/f/5fc707be-9286-4ba1-90f6-475265d19ed2.png?1682207238,https://cards.scryfall.io/art_crop/front/5/f/5fc707be-9286-4ba1-90f6-475265d19ed2.jpg?1682207238,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F490354%3Fpage%3D1
0.17,Simic Growth Chamber,424.8,Land,,,"G,U",,,,uncommon,"This land enters tapped.
When this land enters, return a land you control to its owner's hand.
{T}: Add {G}{U}.",242,https://cards.scryfall.io/png/front/2/1/212d97c5-c144-483b-b42e-00623477e928.png?1726285492,https://cards.scryfall.io/art_crop/front/2/1/212d97c5-c144-483b-b42e-00623477e928.jpg?1726285492,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F577873%3Fpage%3D1
9.87,Six,571.9,Legendary Creature — Treefolk,{2}{G},G,,2,4,"Reach,Mill",rare,"Reach
Whenever Six attacks, mill three cards. You may put a land card from among them into your hand.
During your turn, nonland permanent cards in your graveyard have retrace. (You may cast permanent cards from your graveyard by discarding a land card in addition to paying their other costs.)",920,https://cards.scryfall.io/png/front/f/9/f9246b68-580f-4f53-883d-7900880e4b0d.png?1717012579,https://cards.scryfall.io/art_crop/front/f/9/f9246b68-580f-4f53-883d-7900880e4b0d.jpg?1717012579,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F552272%3Fpage%3D1
0.35,Skull Prophet,384.2,Creature — Human Druid,{B}{G},"B,G","B,G",3,1,Mill,uncommon,"{T}: Add {B} or {G}.
{T}: Mill two cards.",1507,https://cards.scryfall.io/png/front/e/a/ea53e2c9-0a3f-4fda-a6ab-9a558bb8f126.png?1743207222,https://cards.scryfall.io/art_crop/front/e/a/ea53e2c9-0a3f-4fda-a6ab-9a558bb8f126.jpg?1743207222,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624503%3Fpage%3D1
4.95,Skullclamp,2011.8,Artifact — Equipment,{1},,,,,Equip,uncommon,"Equipped creature gets +1/-1.
Whenever equipped creature dies, draw two cards.
Equip {1}",39,https://cards.scryfall.io/png/front/b/5/b5bb89dd-9d31-49d9-ba54-4a04798e515e.png?1743206083,https://cards.scryfall.io/art_crop/front/b/5/b5bb89dd-9d31-49d9-ba54-4a04798e515e.jpg?1743206083,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624340%3Fpage%3D1
0.21,Smoldering Marsh,3574.2,Land — Swamp Mountain,,,"B,R",,,,rare,"({T}: Add {B} or {R}.)
This land enters tapped unless you control two or more basic lands.",105,https://cards.scryfall.io/png/front/a/3/a357b4ad-adb8-4db7-a4dc-2fc3f6b7e2d5.png?1743207747,https://cards.scryfall.io/art_crop/front/a/3/a357b4ad-adb8-4db7-a4dc-2fc3f6b7e2d5.jpg?1743207747,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624320%3Fpage%3D1
